url,q3,News Outlet,BiasTowards
http://www.breitbart.com/Big-Government/2013/12/03/polls-show-wave-buolding-against-senate-democrats,News,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/09/30/ben-sasse-nebraska-obamacare,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2013/12/19/Daily-Beast-Obamacare-Spawning-White-Flight-Could-Cost-Dems-Senate,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/05/24/1210949/-A-Once-in-a-Generation-Opportunity-for-the-Democratic-Party-Red-States-in-2014,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/11/27/national-journal-republican-takeover-of-senate-likely,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2012/03/20/Ann-Curry-Ambush-Kirk-Cameron,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/12/07/1260912/-Obama-launches-another-attack-on-Christmas,News,Dailykos,Republican
http://www.breitbart.com/Big-Journalism/2013/09/30/Cruz-vs-Gregory-5-Lessons,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/09/23/1240855/-NBC-s-Chuck-Todd-commits-act-of-journalism,News,Dailykos,Democrat
http://www.dailykos.com/story/2013/10/04/1244320/-TIME-Magazine-s-Cover-M-a-j-o-r-i-t-y-R-u-l-e,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/02/09/1185877/-NC-Sen-EPIC-FAIL-State-Senate-Leader-Phil-Berger-R-Gets-Caught-Spreading-Lies-About-Obamacare,News,Dailykos,Democrat
http://www.dailykos.com/story/2013/09/18/1239720/-David-Vitter-brings-GOP-civil-war-to-Senate,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/10/17/Obama-push-immigration-farm-bill,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/09/14/1238767/-Abbreviated-Pundit-Round-up-So-what-s-wrong-with-not-bombing-Syria,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/11/29/1259114/-The-Invisi-Obama-Inside-Right-Winger-Heads-is-Small-Petty-Mean-Little-Thug,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/11/03/1252878/-60-Minutes-doubles-down-on-Benghazi-fibber,News,Dailykos,Republican
http://www.breitbart.com/Big-Government/2013/06/20/Obama-catholic-AMericans-religious-freedom,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Peace/2013/05/29/Blame-the-President-for-Benghazi,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/07/23/Special-forces-veterans-members-of-Congress-join-together-in-effort-to-circumvent-Boehner-for-real-Benghazi-investigation,News,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2013/10/28/CBS-60-Minutes-Try-to-Atone-for-Benghazi-Cover-up,News,Breitbart,Republican
http://www.dailykos.com/story/2013/03/09/1192811/-He-s-Not-Even-Pretending-Anymore,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Journalism/2013/06/05/Fox-news-Ed-Henry-Rips-Jay-Carney-Over-Susan-Rice-Promotion,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/06/08/Obamas-bat-Cave-19billion-data-center-set-to-open-in-october,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/07/25/1226520/-The-Enemy-Groundswell-New-David-Corn-Scoop,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2009/05/11/730134/-Racist-Cheney-Preferred-Botha-to-Mandela-Rush-to-Powell-also,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Journalism/2013/02/28/Chris-Matthews-Stalinist-Defense-of-Hagel,News,Breitbart,Democrat
http://www.dailykos.com/story/2009/05/11/730134/-Racist-Cheney-Preferred-Botha-to-Mandela-Rush-to-Powell-also,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/08/17/1231838/-Abbreviated-Pundit-Round-up-When-people-notice-the-GOP-has-nothing,News,Dailykos,Democrat
http://www.dailykos.com/story/2013/05/10/1208196/-If-this-is-the-best-Rove-can-do-on-Hillary-and-Benghazi-he-should-stick-to-math,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/12/07/1260912/-Obama-launches-another-attack-on-Christmas,Opinion,Dailykos,Republican
http://www.breitbart.com/Big-Government/2013/08/26/Mainstream-Media-Ignore-Americans-Killed-By-Illegal-Alien-DREAMers,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Peace/2013/04/18/Hagel-Grilled-on-Army-Email-Comparing-Christians-with-Racists-and-Terrorists,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/05/19/Fed-court-signals-AZ-Drivers-license,Opinion,Breitbart,Democrat
http://www.breitbart.com/Big-Peace/2012/09/27/Obama-Libya-Lies-Collapse-Sen-Dems-Demand-Answers,News,Breitbart,Republican
http://www.breitbart.com/Big-Peace/2013/02/20/Benghazi-Survivors-Remained-Gagged-By-Federal-Law,News,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/05/08/Whistleblower-state-dept-censor,News,Breitbart,Republican
http://www.breitbart.com/Big-Peace/2012/09/27/Obama-Libya-Lies-Collapse-Sen-Dems-Demand-Answers,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/05/11/Potential-Witnesses-Who-May-Face-Issa-s-Oversight-Committee-In-Near-Future,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Peace/2013/03/18/GOP-Lawmakers-Look-to-Protect-Benghazi-Survivors-From-Obama-Admin-Retaliation,News,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/05/08/Whistleblower-state-dept-censor,News,Breitbart,Republican
http://www.dailykos.com/story/2013/05/12/1208588/-Former-SOD-Gates-Slams-Benghazi-Critics-as-Cartoonish,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Journalism/2013/06/06/Mainstream-Media-Did-Not-break-Even-One-of-Four-Obama-Scandals,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Peace/2013/02/15/Left-Targets-Cruz-Conservatives-but-Case-Against-Hagel-Stronger-than-Ever,Opinion,Breitbart,Democrat
http://www.breitbart.com/Big-Government/2013/06/24/Schumer-Corker-Hoeven-Bill-Incentivizes-Employers-To-Fire-Americans-and-Hire-Amnestied-Immigrants,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Peace/2013/09/02/clintons-former-syria-advisor-slams-obama-handling-of-crisis,News,Breitbart,Republican
http://www.breitbart.com/Big-Peace/2013/11/26/Valerie-Jarrett-Chicago-and-the-Iran-Deal,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/05/18/Poll-Over-Two-Thirds-Back-Investigations-Into-Benghazi-IRS-Scandal,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/09/11/1238063/-Jon-Stewart-SLAMS-Fox-News-over-their-reaction-to-possible-Syria-solution,Opinion,Dailykos,Republican
http://www.breitbart.com/InstaBlog/2013/09/16/Benghazi-Oversight-Report-Asks-Why-Patrick-Kennedy-Was-Not-Held-Accountable,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/09/25/1241315/-Sen-Tester-Kills-Monsanto-Protection-Rider,News,Dailykos,Republican
http://www.breitbart.com/Big-Peace/2013/06/06/Taliban-Magazine-Claims-Obama-Weak-Like-Gorbachev-U-S-Defeated-Like-The-U-S-S-R,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/09/12/1238315/-Stephen-Colbert-exposes-libertarian-hero-Rand-Paul-s-nonsense-on-Syria,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Peace/2013/05/29/Blame-the-President-for-Benghazi,News,Breitbart,Republican
http://www.breitbart.com/Big-Peace/2013/09/05/Special-Ops-Veterans-Americans-Must-Be-Told-Truth-About-Benghazi-Before-Intervening-in-Syria,News,Breitbart,Republican
http://www.breitbart.com/Big-Peace/2013/11/29/Iran-This-Deal-s-Getting-Worse-All-the-Time,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/02/22/1189050/-Hagel-appears-to-have-votes-for-confirmation,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/10/03/1243712/-President-Obama-NAILS-IT-in-one-sentence,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/03/17/1194808/-Steubenville-CNN-Mourns-Impact-on-Rapists-Rather-Than-Victim,News,Dailykos,Democrat
http://www.breitbart.com/Big-Journalism/2013/05/27/The-Ailes-Manifesto,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/12/16/1263080/-How-Washington-plans-to-screw-military-veterans,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/11/15/Obama-Constitution-flashback,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/06/10/1215056/-Supremes-enforce-ex-post-facto-clause-while-Justice-Thomas-would-go-back-to-1798,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/01/11/1178202/-Virginia-s-attorney-general-says-it-s-okay-to-break-the-law-for-Jesus,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/09/28/1242012/-Bill-Maher-has-excellent-news-on-why-conservatives-REALLY-fear-California,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/06/21/1217825/-NC-Gov-McRory-Repeals-Racial-Justice-Act-Restores-Legal-Lynching-on-Juneteenth-Liberation-Holiday,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/08/12/1230624/-Missouri-state-fair-sends-out-rodeo-clown-in-Obama-mask-saying-We-re-going-to-stomp-Obama-now,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/07/16/1224124/-Rush-Limbaugh-Still-Harping-on-Niggas-in-Trayvon-Martin-Case,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Journalism/2012/03/20/Ann-Curry-Ambush-Kirk-Cameron,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/12/24/Huelskamp-wins-Members-of-Congress-can-now-say-Merry-Christmas-without-ethics-violation,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/07/13/New-Black-Panthers-Organizing-Rallies-Maneuvers-in-Sanford-FL,News,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/08/26/Cornel-West-New-Jim-Crow-Increasing-Under-Obama,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/02/23/1189384/-Hearing-No-Evil-The-Amazing-Obtuseness-of-Campus-Conservatives,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/11/27/New-Obama-Administration-Crackdown-Looms-On-Tax-Exempt-Groups,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/08/27/Democrats-La-Raza-MSNBC-Left-team-to-invoke-civil-rights-to-drive-amnesty-agenda,Opinion,Breitbart,Republican
http://www.breitbart.com/InstaBlog/2013/08/02/Why-the-GOP-s-War-on-Women-Riposte-Makes-Sense,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/05/05/1206584/-Black-folks-are-not-stupid-Republican-attempts-to-lure-black-voters,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/06/20/1217559/-Paula-Deen-s-Southern-White-Dreams-of-Subservient-Black-Maids-and-Butlers,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/02/14/1187152/-House-Republicans-Gosh-maybe-opposing-Violence-Against-Women-Act-is-a-bad-idea-for-2014,News,Dailykos,Democrat
http://www.dailykos.com/story/2013/07/03/1220930/-MSNBC-I-think-I-know-the-problem,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/07/20/1224979/-Saturday-nutpick-a-palooza-Obama-and-Trayvon,Opinion,Dailykos,Republican
http://www.breitbart.com/Big-Government/2013/11/27/New-Obama-Administration-Crackdown-Looms-On-Tax-Exempt-Groups,News,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/08/03/DHS-Email-We-Absolutely-Gave-Special-Treatment-to-GreenTech-Visa-Requests,News,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2013/06/08/Washington-Post-Whiffs-On-Scandals-Investigates-Fox-News-Closet,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/06/04/Obama-Attack-Dog-Met-With-IRS-Chief-at-White-House,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/12/15/Obama-IRS-Tightening-the-Noose-on-Tea-Party-Groups,News,Breitbart,Republican
http://www.dailykos.com/story/2013/10/24/1250241/-HuffPo-Pete-Sessions-the-Rep-who-can-t-stand-to-look-at-Obama,Opinion,Dailykos,Republican
http://www.breitbart.com/Big-Government/2013/07/25/Obama-Admin-s-Radical-Agenda-on-Race-and-Government-Power,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/09/25/1241315/-Sen-Tester-Kills-Monsanto-Protection-Rider,News,Dailykos,Republican
http://www.breitbart.com/Big-Government/2013/04/26/New-York-Times-Reveals-Obama-s-Maneuvers-And-Motives-On-Pigford,News,Breitbart,Republican
http://www.breitbart.com/InstaBlog/2013/12/23/Top-Progressive-Dings-White-House-These-Guys-are-Stunningly-Arrogant,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2013/02/24/Dictatorship-of-Hypocrites-The-Media-s-Crusade-Against-Cruz,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2013/02/24/Dictatorship-of-Hypocrites-The-Media-s-Crusade-Against-Cruz,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/07/31/1227991/-Sally-Quinn-s-column-is-a-setback-for-women-everywhere,Opinion,Dailykos,Republican
http://www.breitbart.com/Big-Government/2013/05/22/white-house-looks-likely-to-throw-lerner-under-the-bus,News,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/05/13/Exclusive-McConnell-comment-IRS,News,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2013/03/26/Obamas-Vacation-More-Lavishly-than-Bushes,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/10/04/Obama-s-disgraceful-insult-to-the-greatest-generation,News,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/01/08/Meet-the-Bullies-Breitbart-Editor-Exposes-Obamas-Army-of-Thugs-in-New-Book,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2013/06/08/Washington-Post-Whiffs-On-Scandals-Investigates-Fox-News-Closet,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/01/30/Menendez-admits-traveling-to-from-Dominican-on-donor-s-private-plane-denies-soliciting-prostitutes,News,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/04/26/New-York-Times-Reveals-Obama-s-Maneuvers-And-Motives-On-Pigford,News,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2013/05/28/What-Comes-Next-Fox-vs-Obama,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/07/24/Top-10-Signs-Your-Scandals-Aren-t-Phony,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/08/01/1228175/-House-Democrats-condense-Issa-s-investigation-of-IRS-scandal-into-its-essence-a-pile-of-manure,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/04/22/1203898/-The-Siegelman-Case-and-why-it-should-trouble-you,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/05/14/Progressive-Group-Says-IRS-Gave-Them-Confidential-Docs-On-Conservative-Groups,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2013/06/06/Mainstream-Media-Did-Not-break-Even-One-of-Four-Obama-Scandals,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/05/23/poll-obama-disapproval-spikes-68-think-government-out-of-control,News,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2013/05/28/What-Comes-Next-Fox-vs-Obama,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/11/13/Al-Gore-s-Firm-Poised-To-Cash-In-On-Obamacare-Debacle,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/01/04/1176333/-Sandy-Rios-claims-that-Hillary-is-lying-about-her-health-problems,Opinion,Dailykos,Republican
http://www.breitbart.com/Big-Government/2012/12/31/In-2013-Years-Of-Obama-Reparations-Planning-Pay-Off-In-Pigford,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/08/10/Close-Obama-Family-Friend-Cooperating-With-Feds-in-Probe-of-Chicago-Corruption-Scheme,News,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2013/05/29/To-Save-His-Job-Holder-Launches-Damage-Control-Campaihn-with-Media,News,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2013/10/19/media-hate-speech-cruz-death-threat,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2012/12/10/JW-Uncovers-Taxpayer-Cost-for-Malia-Obama-s-Spring-Break-Trip-to-Mexico,News,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/05/30/Everybody-Protests-Obama-at-Chicago-Fundraiser-Right-Left-and-in-Between,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2013/08/09/Top-10-Questions-Journalists-Won-t-Ask-at-President-Obama-Presser,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/01/08/1177378/-Are-you-high-sir-Misguided-former-Rep-Patrick-Kennedy-to-fight-misguided-legalized-marijuana,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/10/11/No-Fast-Track-for-Obama-s-next-power-grab,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/02/17/1187052/-Go-home-Rick-Perry,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/01/06/Obama-Boehner-tired-spending,News,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/02/28/Rep-Maxine-Waters-Inflates-Sequester-to-170-Million-Jobs-Lost,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/01/02/Obama-debt-ceiling,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/10/04/Obama-s-disgraceful-insult-to-the-greatest-generation,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2012/09/06/1128093/-President-Obama-s-Accomplishments-So-Far,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/11/19/1256828/-The-wingnut-revolution-is-upon-us-Oops-no-you-missed-it,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/10/03/Obama-Forcing-Shut-Down-of-Parks-the-Feds-Don-t-Even-Fund,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/03/11/1193173/-Republicans-are-all-for-sequestration-until-their-something-gets-sequestered-in-their-back-yard,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/01/21/1180774/-Senate-Dems-to-produce-budget-seeking-new-revenue-without-threat-of-filibuster,News,Dailykos,Democrat
http://www.dailykos.com/story/2013/02/26/1189810/-The-sequester-is-stupid-and-contractionary-but-the-GOP-can-t-stop-themselves,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/10/15/1247412/-For-the-Tea-Party-Destroying-the-United-States-is-the-Endgame,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/01/28/1182698/-Remember-when-Paul-Ryan-blamed-the-attack-in-Benghazi-on-the-sequester,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/12/12/Exclusive-Palin-Op-Ed-Budget-Read-My-Lipstick-No-New-Taxes,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/01/02/1175830/-Ari-Fleischer-Pulls-Back-the-Curtain-Then-Realizes-What-He-s-Done,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/10/04/1244103/-Fox-s-Stuart-Varney-on-Federal-Workers-I-Want-to-Punish-Those-People,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/02/04/1184563/-Is-the-Senate-GOP-instigating-a-constitutional-crisis-over-the-nbsp-CFPB,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/02/20/1188527/-Obama-rolls-out-new-infrastructure-jobs-nbsp-plan,News,Dailykos,Democrat
http://www.dailykos.com/story/2013/01/30/1183384/-Confirmed-John-Boehner-is-98-percent-full-of-it-on-sequester,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/02/14/Like-a-Good-Neighbor-State-Farm-is-No-Longer-There-in-Illinois,News,Breitbart,Republican
http://www.dailykos.com/story/2013/03/24/1196533/-Abbreviated-Pundit-Round-up,Opinion,Dailykos,Republican
http://www.breitbart.com/Big-Government/2013/10/02/Obama-Administration-Decided-to-Block-Access-to-Memorials,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/03/08/1192497/-Abbreviated-pundit-roundup-Bill-Clinton-pens-powerful-op-ed-against-DOMA,Opinion,Dailykos,Republican
http://www.breitbart.com/Big-Journalism/2013/09/30/msnbc-halperin-media-bias-shutdown,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/01/14/1178900/-GOP-pretends-past-debt-ceiling-no-votes-equal-current-hostage-taking,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/02/12/Obama-To-Ignore-Americans-Push-For-More-Spending,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/06/28/1219625/-NC-jobless-losing-federal-compensation-Sunday-They-are-really-putting-the-gun-to-your-head-now,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/08/20/Exclusive-Obamanomics-101-GOP-establishment-uses-Obama-s-Left-s-data-to-argue-amnesty-creates-jobs,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Government/2013/01/15/Obama-On-Congress-They-Order-Me-To-Spend,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/03/01/1190730/-If-you-think-sequester-will-be-bad-wait-until-they-gut-Social-Security,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/10/14/Palin-on-Obama-s-Impeachable-Offenses,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/07/11/1222803/-Florida-Gov-Rick-Scott-demands-end-of-sequestration-on-government-program-his-state-suddenly-needs,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Journalism/2013/03/03/Sperling-s-DIsingenuous-Defense-of-Sequester,Opinion,Breitbart,Republican
http://www.breitbart.com/Big-Journalism/2013/10/08/Obama-presser-journalists-rip-white-house-press-corps-as-pathetic,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/12/08/1260564/-Republicans-chicken-out-on-tax-reform,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/04/05/1199372/-Krugman-The-Urge-to-Purge,Opinion,Dailykos,Republican
http://www.breitbart.com/Big-Journalism/2013/03/01/CNN-Ali-Velshi-Obamas-Sequester-Propagandist,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/01/05/1176631/-Matt-Taibbi-s-Stunning-New-Rolling-Stone-Article-Secret-and-Lies-of-the-Bailout,Opinion,Dailykos,Republican
http://www.dailykos.com/story/2013/10/16/1248016/-GOP-surrender-roundup-Sadness-woe-and-conservative-civil-war,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/10/02/1243297/-Wall-Street-Chamber-of-Commerce-Turning-on-GOP-Extremists,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/10/03/1243786/-Rep-Neugebauer-blames-Park-Ranger-for-shutdown-gets-blasted-by-onlookers,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/04/18/1202964/-U-S-is-second-worst-of-35-developed-nations-when-it-comes-to-child-poverty,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/05/26/1211811/-Butt-Of-Republican-Jokes-Big-Liberal-State-Has-A-Problem-Big-Budget-Surplus,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/10/12/1246695/-Red-States-Discover-The-Pain-of-Paying-Their-Own-Way,News,Dailykos,Democrat
http://www.dailykos.com/story/2013/09/28/1242012/-Bill-Maher-has-excellent-news-on-why-conservatives-REALLY-fear-California,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/03/08/1192497/-Abbreviated-pundit-roundup-Bill-Clinton-pens-powerful-op-ed-against-DOMA,Opinion,Dailykos,Republican
http://www.dailykos.com/story/2012/07/09/1107835/-Remembering-Reagan-s-Sweet-Little-Lie-to-the-Air-Traffic-Controllers,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/06/01/1212794/-Abbreviated-Pundit-Round-up-What-s-next-Tea-party-tries-to-gin-up-paranoia-about-education,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/04/29/1205639/-Republicans-want-to-dictate-what-federally-funded-scientists-can-research,News,Dailykos,Democrat
http://www.dailykos.com/story/2013/08/13/1230932/-Texas-Defends-Voting-Laws-We-Don-t-Want-Democrats-To-Vote,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Journalism/2013/08/16/politico-misdirects-from-obamas-collapsing-numbers,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/06/04/1213757/-Limbaugh-O-Reilly-costing-Republicans-elections,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/06/30/1218956/-A-new-progressive-champion-is-born-deep-in-the-heart-of-Texas,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/07/22/Obama-Approval-Far-Below-Reagan-Clinton-Edges-Bush,News,Breitbart,Republican
http://www.dailykos.com/story/2013/03/23/1196446/-Bill-Maher-shows-how-a-conservative-minority-dominates-the-political-discussion,News,Dailykos,Democrat
http://www.dailykos.com/story/2013/10/19/1248848/-When-the-going-gets-tough-the-baggers-go-local,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Journalism/2013/01/19/CBS-News-Political-Director-Obama-Destroy-GOP,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/07/17/1224351/-The-joy-of-watching-a-Cheney-bite-Republicans-in-their-behind,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/12/30/1265938/-Daily-Kos-Elections-Morning-Digest-Kansas-Republicans-rally-to-unseat-their-own-governor,News,Dailykos,Democrat
http://www.dailykos.com/story/2013/01/29/1183012/-Ted-Calgary-Cruz-attacks-decorated-Vietnam-veterans-John-Kerry-and-Chuck-Hagel-as-anti-military,News,Dailykos,Democrat
http://www.dailykos.com/story/2013/05/31/1212878/-Mitt-stages-his-comeback-Well-his-half-comeback-His-halfback,Opinion,Dailykos,Democrat
http://www.breitbart.com/Big-Government/2013/12/29/Harvard-Prof-Tea-Party-Not-Going-Anywhere-More-Likely-to-Win,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/12/18/1263724/-Actual-Photo-of-Romney-the-Moment-He-Knows-He-s-Lost-2012-Election,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/12/12/1262138/-The-Washington-Post-Has-a-New-Monthly-Columnist-And-You-Know-Her,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/11/21/1257310/-Senate-GOP-blows-itself-up-What-the-hell-where-they-thinking,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/08/08/1229804/-So-what-comes-after-repeal-Mr-Republican-Congressman,News,Dailykos,Democrat
http://www.breitbart.com/Big-Journalism/2013/08/17/Media-Matters-Attacks-NYT-For-Clinton-Foundation-Expos,Opinion,Breitbart,Republican
http://www.dailykos.com/story/2013/12/25/1265327/-NY-Times-Releases-The-Hounds-on-Christie,News,Dailykos,Democrat
http://www.breitbart.com/Big-Journalism/2013/01/27/With-60-Minutes-Joint-Interview-Obama-Suggests-Republicans-Surrender,News,Breitbart,Democrat
http://www.dailykos.com/story/2013/05/02/1206433/-Obama-can-NOT-force-the-GOP-to-be-reasonable-He-s-the-President-not-the-Asshole-Whisperer,Opinion,Dailykos,Democrat
http://www.dailykos.com/story/2013/11/19/1256828/-The-wingnut-revolution-is-upon-us-Oops-no-you-missed-it,Opinion,Dailykos,Democrat
